ID,Name,Type,Serving,Serving Size,Headline,Intensity,Sleeve Price,Per Capsule Price,Caption,Taste,Best Served As,Notes,Acidity,Bitterness,Roastness,Body,Milky Taste,Bitterness with Milk,Roastiness with Milk,Creamy Texture,Ingredients & Allergens,Number of Capsules per Sleeve,Net Weight per Total Number of Capsules,Capsule Image Link,Capsule & Sleeve Image Link,Decaf Coffee?,Category,Other Information,Status,Textual Info
OL9,Livanto,Original,Espresso,40ml,Round & Balanced,6.0,8.7,0.87,"In honour of Genoa, the gateway to the world, we used some of the finest Latin American Arabicas to create this sweet, medium roast.","Livanto is a smooth, rounded and delicately aromatic coffee. Its lighter roast develops the smooth and full body and keeps the finer aromas present. You’ll catch a toasted cereal fragrance and sweet caramel notes.",Espresso 40ml,Balanced,3.0,3.0,3.0,3.0,,,,,Roast and ground coffee,10,53 g,https://www.nespresso.com/ecom/medias/sys_master/public/14441097134110/ispirazione-genova-livanto-XL.png?impolicy=product&imwidth=150,https://www.nespresso.com/ecom/medias/sys_master/public/13245281894430/C-0477-Main-PDP-IspirazioneItaliana-GenovaLivanto-OL.jpg?impolicy=productPdpSafeZone&imwidth=1238,No,Inspirazione Italiana,,Current,espresso round balanced in honour of genoa the gateway to the world we used some of the fine latin american arabicas to create this sweet medium roast livanto a smooth rounded and delicately aromatic coffee its light roast develops the smooth and full body and keeps the fine aromas present you ll catch a toasted cereal fragrance and sweet caramel notes espresso 40ml balanced inspirazione italiana
OL10,Cape Town Lungo,Original,Lungo,110ml,Potent & Roasted,10.0,9.2,0.92,"A deep-roasted, intense, and full-bodied cup with a woodsy aroma and punchy bitterness reminiscent of the Robusta cargo that shaped Cape Town’s taste in coffee.","This blend brings you Cape Town’s taste in coffee. With South Africa as a stopping point on the old trade routes, Asian coffees shaped local taste over time. World Explorations Cape Town Lungo reflects this preference with a blend of Indian Arabica and Robusta. It results in our most intense Lungo – full-bodied and with a punchy bitter note and woodsy aroma. Enjoy it like a local: Add a splash of milk to your long cup and experience the silky texture.",Lungo 110ml,"Roasted, Woody",1.0,4.0,5.0,4.0,,,,,Roast and ground coffee,10,55 g,https://www.nespresso.com/ecom/medias/sys_master/public/14441093136414/capetown-envivo-lungo-XL.png?impolicy=product&imwidth=150,https://www.nespresso.com/shared_res/agility/n-components/pdp/sku-main-info/coffee-sleeves/ol/cape-town-envivo-lungo_L.png,No,World Explorations,,Current,lungo potent roasted a deeproasted intense and fullbodied cup with a woodsy aroma and punchy bitterness reminiscent of the robusta cargo that shaped cape town taste in coffee this blend brings you cape town taste in coffee with south africa as a stopping point on the old trade routes asian coffees shaped local taste over time world explorations cape town lungo reflects this preference with a blend of indian arabica and robusta it results in our most intense lungo fullbodied and with a punchy bitter note and woodsy aroma enjoy it like a local add a splash of milk to your long cup and experience the silky texture lungo 110ml roasted woody world explorations
OL11,Miami Espresso,Original,Espresso,40ml,Roasted with a peppery note,9.0,8.7,0.87,"Walk the streets of Miami and you’ll pass dozens of ventanitas. These ‘little windows’ are portholes to Cuba; miniature coffee shops dishing out small bites and coffee—the short Cafecito or the larger Colado to share. The city is a melting pot of traditions and World Explorations Miami Espresso is a bold blend of Arabica and Robusta coffees that echoes that. Caribbean Arabica joins Latin American coffees, sealing the authenticity of this archetypal Cuban-style cup. While Americans grab their tall coffees to-go, Miami reflects its strong Hispanic influence: coffee is short and shared.","Short, dark split roasting and a fine grind help evoke every ventanita’s Cuban Cafecito. Always sweetened with a sprinkle of brown sugar, this coffee is as vibrant as the context in which it’s enjoyed. While Americans grab their tall coffees to-go, Miami reflects its strong Hispanic influence: coffee is short and shared. Intense, with thick crema, its strong roasted character begs for brown sugar to soften the bitter notes. Enjoy your Cafecito with brown sugar and people because in Miami, coffee is a way to be together.","Ristretto 25ml, Espresso 40ml",Roasted,1.0,4.0,5.0,4.0,,,,,Roast and ground coffee,10,56 g,https://www.nespresso.com/ecom/medias/sys_master/public/15104178651166/before-PLP-318x318px.png?impolicy=product&imwidth=150,https://www.nespresso.com/ecom/medias/sys_master/public/15143388676126/AT-B2C-2022-WEX-Miami-Image-Set-Desktop.png,No,World Explorations,,Current,espresso roasted with a peppery note walk the streets of miami and you ll pass dozens of ventanitas these little windows are portholes to cuba miniature coffee shops dishing out small bites and coffeethe short cafecito or the large colado to share the city a melting pot of traditions and world explorations miami espresso a bold blend of arabica and robusta coffees that echoes that caribbean arabica joins latin american coffees sealing the authenticity of this archetypal cubanstyle cup while americans grab their tall coffees togo miami reflects its strong hispanic influence coffee short and shared short dark split roasting and a fine grind help evoke every ventanita cuban cafecito always sweetened with a sprinkle of brown sugar this coffee as vibrant as the context in which it enjoyed while americans grab their tall coffees togo miami reflects its strong hispanic influence coffee short and shared intense with thick crema its strong roasted character begs for brown sugar to soften the bitter notes enjoy your cafecito with brown sugar and people because in miami coffee a way to be together ristretto 25ml espresso 40ml roasted world explorations
OL12,Rio De Janeiro Espresso,Original,Espresso,40ml,Cereal & Spicy,9.0,8.7,0.87,"Embodying the spirit of this lively and colourful city, World Explorations Rio de Janeiro Espresso reflects the country’s deeply rooted heritage of both growing and drinking coffee. An intense, exotic and velvety espresso crafted exclusively with Brazilian Arabicas. Its unique touch of sandalwood and herbal notes will give you a glimpse into the Brazilian way of life. Drink it like a local: Double your espresso with hot water to taste the typical smooth Carioca coffee.
",An Arabica-only espresso with a complex split roast delivers a surprisingly full body and strong roasted notes graced with exotic herbal aromas,Espresso 40ml,Spicy,1.0,4.0,5.0,5.0,,,,,Roast and ground coffee,10,55 g,https://www.nespresso.com/ecom/medias/sys_master/public/15430408437790/C-0888-before-PLP-318x318px.png?impolicy=product&imwidth=150,https://www.nespresso.com/ecom/medias/sys_master/public/15200754532382/C-0889-Responsive-PDP-Main-6272x2432.jpg?impolicy=productPdpSafeZone&imwidth=1238,No,World Explorations,,Current,espresso cereal spicy embodying the spirit of this lively and colourful city world explorations rio de janeiro espresso reflects the country deeply rooted heritage of both growing and drinking coffee an intense exotic and velvety espresso crafted exclusively with brazilian arabicas its unique touch of sandalwood and herbal notes will give you a glimpse into the brazilian way of life drink it like a local double your espresso with hot water to taste the typical smooth carioca coffee an arabicaonly espresso with a complex split roast delivers a surprisingly full body and strong roasted notes graced with exotic herbal aromas espresso 40ml spicy world explorations
OL13,Instanbul Espresso,Original,Espresso,40ml,Roasted with a fruity note and a hint of almond,8.0,8.7,0.87,"Istanbul Espresso takes you back in time to the original coffeehouses. This intense ambrosial brew bursts with boldness, wild ripe fruits, and a delicate almond touch. Thick and velvety in homage to Turkish coffee, its Ethiopian Arabica and Indian Robusta remind us of this city at the crossroads of the ancient coffee trade routes. It’s a blend as cosmopolitan as the crowd gathered in an Istanbul coffeehouse. Enjoy it like a local: Accompany it with a glass of water and a piece of Turkish Delight.","A complex espresso full of wild aromatics and a balance of both bitter roasted and fruity notes, with a touch of acidity and an almond finish that hints at sweetness.","Ristretto 25ml, Espresso 40ml","Fruity, Roasted",4.0,3.0,3.0,3.0,,,,,Roast and ground coffee,10,56 g,https://www.nespresso.com/ecom/medias/sys_master/public/15414727049246/before-PLP-318x318px.png?impolicy=product&imwidth=150,https://www.nespresso.com/shared_res/agility/n-components/B2C-enriched-pdp-wex-2022/istanbul-espresso/main-image_S.png,No,World Explorations,,Current,espresso roasted with a fruity note and a hint of almond istanbul espresso takes you back in time to the original coffeehouses this intense ambrosial brew bursts with boldness wild ripe fruits and a delicate almond touch thick and velvety in homage to turkish coffee its ethiopian arabica and indian robusta remind us of this city at the crossroads of the ancient coffee trade routes it a blend as cosmopolitan as the crowd gathered in an istanbul coffeehouse enjoy it like a local accompany it with a glass of water and a piece of turkish delight a complex espresso full of wild aromatics and a balance of both bitter roasted and fruity notes with a touch of acidity and an almond finish that hints at sweetness ristretto 25ml espresso 40ml fruity roasted world explorations
OL14,Stockholm Lungo,Original,Lungo,110ml,Rich & Full-bodied,8.0,9.2,0.92,"An intense all-Arabica coffee best enjoyed black to savour the pure taste beloved by Swedes – malty, with a hint of rich bitterness.","Swedes are among the world’s biggest coffee consumers. Wander around Stockholm, and you’ll often find intense black coffees with a malty savoury note coming from the distinctive Monsoon Arabica. World Explorations Stockholm Lungo recreates the aromatic profile of a Swedish coffee by coupling Monsooned Malabar with Colombian Arabica for an intense, sweet cup with a hint of bitterness. Drink it like a local: Share your large flavourful cup and cinnamon rolls with friends and family.",Lungo 110ml,Roasted,2.0,3.0,4.0,2.0,,,,,Roast and ground coffee,10,60 g,https://www.nespresso.com/ecom/medias/sys_master/public/15906838806558/stockholm-fortissio-lungo-XL.png?impolicy=product&imwidth=150,https://www.nespresso.com/ecom/medias/sys_master/public/13753029689374/C-0686-Main-PDP-Lungo-Stockholm-OL.jpg?impolicy=productPdpSafeZone&imwidth=1238,No,World Explorations,,Current,lungo rich fullbodied an intense allarabica coffee best enjoyed black to savour the pure taste beloved by swedes malty with a hint of rich bitterness swedes are among the world big coffee consumers wander around stockholm and you ll often find intense black coffees with a malty savoury note coming from the distinctive monsoon arabica world explorations stockholm lungo recreates the aromatic profile of a swedish coffee by coupling monsooned malabar with colombian arabica for an intense sweet cup with a hint of bitterness drink it like a local share your large flavourful cup and cinnamon rolls with friends and family lungo 110ml roasted world explorations
OL15,Paris Espresso,Original,Espresso,40ml,"Cereal and biscuity, with a hint of citrus",6.0,8.7,0.87,Travel the world through coffee – and discover unique and typical tastes brought to you from cities around the world,"A balanced coffee with light bitterness, cereal biscuity notes, pleasant acidity and a hint of citrus.",Espresso 40ml,Cereal,2.0,3.0,3.0,3.0,,,,,Roast and ground coffee,10,56 g,https://www.nespresso.com/ecom/medias/sys_master/public/15414968844318/C-0887-before-PLP-318x318px.png?impolicy=product&imwidth=150,https://www.nespresso.com/shared_res/agility/n-components/B2C-enriched-pdp-wex-2022/paris-espresso/main-image_S.png,No,World Explorations,,Current,espresso cereal and biscuity with a hint of citrus travel the world through coffee and discover unique and typical tastes brought to you from cities around the world a balanced coffee with light bitterness cereal biscuity notes pleasant acidity and a hint of citrus espresso 40ml cereal world explorations
OL16,Tokyo Lungo,Original,Lungo,110ml,Floral & Complex,6.0,9.2,0.92,"The high quality Arabicas deliver exceptional flowery aromas and complex tastes worthy of Tokyo’s refined palate.
","Known for tea, the Japanese also have a real affinity for coffee. Striving for sophistication and natural sweetness, they love both a rich coffee and a balance of elegant aromas. World Explorations Tokyo Lungo captures the essence of these preferences with refined Ethiopian and Mexican Arabicas. Complex, floral, with a hint of acidity – you will be pleasantly surprised by this cup. Drink it like a local: Extract your long black cup up to 150ml and take time to savour its aromas.",Lungo 110ml,Roasted,1.0,2.0,3.0,3.0,,,,,Roast and ground coffee,10,58 g,https://www.nespresso.com/ecom/medias/sys_master/public/15942164447262/ol-tokyo-vivalto-lungo-XL.png?impolicy=product&imwidth=150,https://www.nespresso.com/shared_res/agility/n-components/pdp/sku-main-info/coffee-sleeves/ol/tokyo-vivalto-lungo_S.png,No,World Explorations,,Current,lungo floral complex the high quality arabicas deliver exceptional flowery aromas and complex tastes worthy of tokyo refined palate known for tea the japanese also have a real affinity for coffee striving for sophistication and natural sweetness they love both a rich coffee and a balance of elegant aromas world explorations tokyo lungo captures the essence of these preferences with refined ethiopian and mexican arabicas complex floral with a hint of acidity you will be pleasantly surprised by this cup drink it like a local extract your long black cup up to 150ml and take time to savour its aromas lungo 110ml roasted world explorations
OL17,Vienna Lungo,Original,Lungo,110ml,Round & Smooth,6.0,9.2,0.92,"From coffeehouse to home coffee gathering, this balanced blend of smooth and silky South American Arabicas pairs perfectly with your viennoiserie.","Vienna’s coffeehouse tradition shaped the coffee culture of this vibrant city, known for its many recipes and the smoothness of its coffee. World Explorations Vienna Lungo recreates this balanced and pleasant Viennese taste by pairing sweet Brazilian and Colombian Arabicas, lightly roasted by our experts to enhance the malty and aromatic notes in the cup. Enjoy it like a local: Top up your Lungo with hot water for a 150ml cup and pair it with a slice of cake.",Lungo 110ml,Cereal,1.0,2.0,3.0,2.0,,,,,Roast and ground coffee,10,55 g,https://www.nespresso.com/ecom/medias/sys_master/public/14441093333022/vienna-linizio-lungo-XL.png?impolicy=product&imwidth=150,https://www.nespresso.com/shared_res/agility/n-components/pdp/sku-main-info/coffee-sleeves/ol/vienna-linizio-lungo_XL.png,No,World Explorations,,Current,lungo round smooth from coffeehouse to home coffee gathering this balanced blend of smooth and silky south american arabicas pairs perfectly with your viennoiserie vienna coffeehouse tradition shaped the coffee culture of this vibrant city known for its many recipes and the smoothness of its coffee world explorations vienna lungo recreates this balanced and pleasant viennese taste by pairing sweet brazilian and colombian arabicas lightly roasted by our experts to enhance the malty and aromatic notes in the cup enjoy it like a local top up your lungo with hot water for a 150ml cup and pair it with a slice of cake lungo 110ml cereal world explorations
OL18,Shanghai Lungo,Original,Lungo,110ml,Fruity with fine acidity,5.0,9.2,0.92,"Venice has a long history of importing the world’s coffees and expertly roasting these diverse coffees into harmony. Their expertise inspired the beautifully balanced roast of Ispirazione Venezia. Worthy of a noble dessert, the classic caramel and cereal notes of this coffee marry elegantly with the decadent ingredients of this rich tiramisu.","WORLD EXPLORATIONS SHANGHAI LUNGO is an insight into the emerging Asian coffee culture. Crafted from Kenyan, Chinese and Indonesian Arabicas, this distinctive light-roast blend will please the palate with its berry notes and fine acidity. Enjoy it like a local: Lengthen this long cup of coffee with a splash of cream and take it on-the-go",Lungo 110ml,Fruity,2.0,1.0,2.0,2.0,,,,,Roast and ground coffee,10,56 g,https://www.nespresso.com/ecom/medias/sys_master/public/16106997547038/shanghai-lungo-plp.png?impolicy=product&imwidth=150,https://www.nespresso.com/shared_res/agility/n-components/pdp/sku-main-info/coffee-sleeves/ol/shangai-lungo_S.png,No,World Explorations,,Current,lungo fruity with fine acidity venice has a long history of importing the world coffees and expertly roasting these diverse coffees into harmony their expertise inspired the beautifully balanced roast of ispirazione venezia worthy of a noble dessert the classic caramel and cereal notes of this coffee marry elegantly with the decadent ingredients of this rich tiramisu world explorations shanghai lungo an insight into the emerging asian coffee culture crafted from kenyan chinese and indonesian arabicas this distinctive lightroast blend will please the palate with its berry notes and fine acidity enjoy it like a local lengthen this long cup of coffee with a splash of cream and take it onthego lungo 110ml fruity world explorations
OL19,Buenos Aires Lungo,Original,Lungo,110ml,Sweet & Cereal,4.0,9.2,0.92,"A destination for true foodies, Buenos Aires is a highlight of Argentina’s vibrant food scene. Sweetness prevails, and coffee is no exception: they love it sweet and milky!",WORLD EXPLORATIONS BUENOS AIRES LUNGO blends a gently roasted Colombian Arabica with Ugandan Robusta to deliver distinct cereal and sweet popcorn notes. A tribute to the city’s love for smooth long cups. Drink it like a local: Add a generous drop of milk and sugar at will to your Lungo for an extra treat.,Lungo 110ml,Cereal,2.0,1.0,1.0,3.0,,,,,Roast and ground coffee,10,56 g,https://www.nespresso.com/ecom/medias/sys_master/public/14441093759006/buenos-aires-lungo-XL.png?impolicy=product&imwidth=150,https://www.nespresso.com/shared_res/agility/n-components/pdp/sku-main-info/coffee-sleeves/ol/buenos-aires-lungo_L.png,No,World Explorations,,Current,lungo sweet cereal a destination for true foodies buenos aires a highlight of argentina vibrant food scene sweetness prevails and coffee no exception they love it sweet and milky world explorations buenos aires lungo blends a gently roasted colombian arabica with ugandan robusta to deliver distinct cereal and sweet popcorn notes a tribute to the city love for smooth long cups drink it like a local add a generous drop of milk and sugar at will to your lungo for an extra treat lungo 110ml cereal world explorations
OL20,India,Original,Lungo,110ml,Robusta Monsson,11.0,9.7,0.97,"Master Origins India with Robusta Monsoon gets its intense, woody, spicy aromatics from the monsooned Robusta blended into Indian Arabica.","Monsooning coffees is unique to India’s southwest coast. Months of monsoonal winds repeatedly swell and dry the beans. It mimics the journey it used to take when sailing to Europe. If you’re changing track, try this coffee as a Latte Macchiato. You’ll still catch the long-lasting wood and spice aromatics and all of Master Origins India with Robusta Monsoon’s intensity. This Arabica Robusta blend makes a great coffee with milk.","Espresso 40ml, Lungo 110ml","Intense, Spicy",1.0,5.0,5.0,3.0,,,,,Roast and ground coffee,10,55 g,https://www.nespresso.com/ecom/medias/sys_master/public/14441091170334/india-XL.png?impolicy=product&imwidth=150,https://www.nespresso.com/shared_res/agility/n-components/pdp/sku-main-info/coffee-sleeves/ol/india_L.png,No,Origins,,Current,lungo robusta monsson master origins india with robusta monsoon gets its intense woody spicy aromatics from the monsooned robusta blended into indian arabica monsooning coffees unique to india southwest coast months of monsoonal winds repeatedly swell and dry the beans it mimics the journey it used to take when sailing to europe if you re changing track try this coffee as a latte macchiato you ll still catch the longlasting wood and spice aromatics and all of master origins india with robusta monsoon intensity this arabica robusta blend makes a great coffee with milk espresso 40ml lungo 110ml intense spicy origins
OL21,Indonesia - Fairtrade,Original,Lungo,110ml,Wet hulled Arabica,8.0,9.7,0.97,Master Origins Indonesia wet-hulled Arabica is a race against rain.,"Sumatran farmers wet-hull their coffee because of the humid climate. They remove the parchment when the coffee is soft and moist because exposed beans dry faster. The method is unique to them and produces the classic Indonesian taste - velvety thick, wildly aromatic, notes of cured tobacco. Try Master Origins Indonesia wet-hulled Arabica with a dash of milk - nutty, woody and roasted notes emerge in this intense coffee with milk.","Espresso 40 ml, Lungo 110ml","Intense, Cereal, Woody",2.0,3.0,4.0,3.0,,,,,Roast and ground coffee,10,56 g,https://www.nespresso.com/ecom/medias/sys_master/public/14441091596318/indonesia-XL.png?impolicy=product&imwidth=150,https://www.nespresso.com/shared_res/agility/n-components/pdp/sku-main-info/coffee-sleeves/ol/indonesia_S.png,No,Origins,,Current,lungo wet hulled arabica master origins indonesia wethulled arabica a race against rain sumatran farmers wethull their coffee because of the humid climate they remove the parchment when the coffee soft and moist because exposed beans dry fast the method unique to them and produces the classic indonesian taste velvety thick wildly aromatic notes of cured tobacco try master origins indonesia wethulled arabica with a dash of milk nutty woody and roasted notes emerge in this intense coffee with milk espresso 40 ml lungo 110ml intense cereal woody origins
OL22,Colombia,Original,Lungo,110ml,Late Harvest Arabica,6.0,9.7,0.97,"Master Origins Colombia with Late Harvest uses only high-grown, washed processed Colombian Arabica.",Can you taste the lively acidity and the burst of winey red fruit aromas? That comes from those coffee farmers who dared to wait longer before harvesting their crop. Like your coffee with milk? Master Origins Colombia with Late Harvest Arabica makes a delicate and creamy cappuccino. Sweet biscuit notes emerge when this Colombian coffee combines with milk froth.,Espresso 40ml. Lungo 110ml,Fruity,4.0,3.0,3.0,2.0,,,,,Roast and ground coffee,10,57 g,https://www.nespresso.com/ecom/medias/sys_master/public/14441091694622/colombia-XL.png?impolicy=product&imwidth=150,https://www.nespresso.com/shared_res/agility/n-components/pdp/sku-main-info/coffee-sleeves/ol/colombia_S.png,No,Origins,,Current,lungo late harvest arabica master origins colombia with late harvest uses only highgrown washed processed colombian arabica can you taste the lively acidity and the burst of winey red fruit aromas that comes from those coffee farmers who dared to wait long before harvesting their crop like your coffee with milk master origins colombia with late harvest arabica makes a delicate and creamy cappuccino sweet biscuit notes emerge when this colombian coffee combines with milk froth espresso 40ml lungo 110ml fruity origins
OL23,Peru Organic,Original,Lungo,110ml,High up in the Andes,6.0,9.7,0.97,"We traveled across remote Peruvian regions in search of some of the finest organic Arabica beans. High up above 1000 meters, tucked into the slopes of the Andes, we found them. Blessed with the meticulous care of smallholder farmers, Peru Organic is an elegant, fruity coffee accented by a smooth toasted cereal note.","An elegant organic Arabica crafted by remote smallholder farmers in Peru’s remote Andes’ mountains, graced with smooth toasted cereal and fruit notes. After going to such great lengths to source the finest organic Peruvian coffee, it was only natural to take the same care in roasting this coffee. Peru Organic is a single origin coffee roasted in two parts to bring a nuanced complexity to the final cup. The two splits are lightly roasted and highlight the bright and smooth character of the blend while revealing the exotic fruity notes.",Espresso 40ml. Lungo 110ml,Fruity,4.0,3.0,3.0,3.0,,,,,Roast and ground coffee,10,58 g,https://www.nespresso.com/ecom/medias/sys_master/public/15448290885662/7734.10-PLP-318x318.png?impolicy=product&imwidth=150,https://www.nespresso.com/shared_res/agility/n-components/pdp/sku-main-info/coffee-sleeves/ol/peru_S.png,No,Origins,,Current,lungo high up in the andes we traveled across remote peruvian regions in search of some of the fine organic arabica beans high up above 1000 meters tucked into the slopes of the andes we found them blessed with the meticulous care of smallholder farmers peru organic an elegant fruity coffee accented by a smooth toasted cereal note an elegant organic arabica crafted by remote smallholder farmers in peru remote andes mountains graced with smooth toasted cereal and fruit notes after going to such great lengths to source the fine organic peruvian coffee it was only natural to take the same care in roasting this coffee peru organic a single origin coffee roasted in two parts to bring a nuanced complexity to the final cup the two splits are lightly roasted and highlight the bright and smooth character of the blend while revealing the exotic fruity notes espresso 40ml lungo 110ml fruity origins
OL24,Nicaragua,Original,Lungo,110ml,"With ""Black-Honey"" Processed Arabica",5.0,9.7,0.97,"If Black Honey processing were the easy road to a nectarous coffee, they’d all do it. But only a few farmers dare. It’s a rare process because it calls for meticulous monitoring. Master Origins Nicaragua with ‘Black-Honey’ processed Arabica contains this coffee. It gives this Nicaraguan Arabica its smooth honeyed texture and sweet cereal notes.","With ''Black-Honey'' processed Arabica, Master Origins Nicaragua is a nectarous coffee. It has a satiny smooth texture and warming sweet cereal notes. Its distinct sweetness comes from the rare Black-Honey process. If you like it with milk froth, Master Origins Nicaragua with ‘Black-Honey’ processed Arabica makes a rich latte macchiato. As a coffee with milk, it’s balanced and has nutty, roasted notes that surface.","Espresso 40ml, Lungo 110ml",Honey,2.0,2.0,2.0,1.0,,,,,Roast and ground coffee,10,50 g,https://www.nespresso.com/ecom/medias/sys_master/public/14441091792926/nicaragua-XL.png?impolicy=product&imwidth=150,https://www.nespresso.com/shared_res/agility/n-components/pdp/sku-main-info/coffee-sleeves/ol/nicaragua_S.png,No,Origins,,Current,lungo with blackhoney processed arabica if black honey processing were the easy road to a nectarous coffee they d all do it but only a few farmers dare it a rare process because it calls for meticulous monitoring master origins nicaragua with blackhoney processed arabica contains this coffee it gives this nicaraguan arabica its smooth honeyed texture and sweet cereal notes with blackhoney processed arabica master origins nicaragua a nectarous coffee it has a satiny smooth texture and warming sweet cereal notes its distinct sweetness comes from the rare blackhoney process if you like it with milk froth master origins nicaragua with blackhoney processed arabica makes a rich latte macchiato as a coffee with milk it balanced and has nutty roasted notes that surface espresso 40ml lungo 110ml honey origins
OL25,Ethiopea,Original,Lungo,110ml,Ethiopia with Dry Processed Arabica,4.0,9.7,0.97,This is Ethiopian Arabica at its finest - decadently aromatic.,"It has an orange blossom aroma, but the rich fruit jam notes come from the sun-dried coffee in Master Origins Ethiopia with dry processed Arabica. Continually hand-turning the coffee cherry to ensure even drying calls for great care. And Ethiopian farmers have used this method for longer than anyone else. If you like milk and coffee, try Master Origins Ethiopia with dry processed Arabica with milk froth to make a cappuccino. You’ll find all the delicate floral notes still smoothly dancing through this cup of coffee with milk.","Espresso 40ml, Lungo 110ml",Fruity,4.0,2.0,2.0,1.0,,,,,Roast and ground coffee,10,56 g,https://www.nespresso.com/ecom/medias/sys_master/public/14441091891230/ethiopia-XL.png?impolicy=product&imwidth=150,https://www.nespresso.com/shared_res/agility/n-components/pdp/sku-main-info/coffee-sleeves/ol/ethiopia_L.png,No,Origins,,Current,lungo ethiopia with dry processed arabica this ethiopian arabica at its fine decadently aromatic it has an orange blossom aroma but the rich fruit jam notes come from the sundried coffee in master origins ethiopia with dry processed arabica continually handturning the coffee cherry to ensure even drying calls for great care and ethiopian farmers have used this method for long than anyone else if you like milk and coffee try master origins ethiopia with dry processed arabica with milk froth to make a cappuccino you ll find all the delicate floral notes still smoothly dancing through this cup of coffee with milk espresso 40ml lungo 110ml fruity origins
OL26,Capriccio,Original,Espresso,40ml,Rich & Distinctive,5.0,8.7,0.87,"Capriccio is the rich, unique espresso that is ready to astonish with its complex and balanced bouquet.",Its distinct cereal notes are characteristic of the Brazilian Arabica and touch of Robusta we use. But then Capriccio surprises you with a fine acidity that gleams through - that comes from the high-grown South American Arabicas and the light roast. Adding milk will bring out the biscuit and caramel notes - it highlights the coffee’s sweetness. You can really indulge with this in a Capriccio cappuccino or Latte Macchiato.,Espresso 40ml,"Balanced, Cereal",3.0,3.0,2.0,2.0,,,,,Roast and ground coffee,10,50 g,https://www.nespresso.com/ecom/medias/sys_master/public/15762782748702/capriccio.png?impolicy=product&imwidth=150,https://www.nespresso.com/shared_res/agility/commons/img/coffees/OL/composition/ol_coffee-sleeves_capriccio_16-9.png,No,Espresso,,Current,espresso rich distinctive capriccio the rich unique espresso that ready to astonish with its complex and balanced bouquet its distinct cereal notes are characteristic of the brazilian arabica and touch of robusta we use but then capriccio surprises you with a fine acidity that gleams through that comes from the highgrown south american arabicas and the light roast adding milk will bring out the biscuit and caramel notes it highlights the coffee sweetness you can really indulge with this in a capriccio cappuccino or latte macchiato espresso 40ml balanced cereal espresso
OL27,Cosi,Original,Espresso,40ml,Mild & Delicately roasted,4.0,8.7,0.87,Light roasting classic coffees keeps their distinguished aromatics alive. Cosi meets your palate with a smile.,"It’s a blend of world-renowned Arabicas - from East Africa and Latin America. Kenya brings the jammy ripe, red fruit notes to Costa Rica’s rich, sweet cereal base. The light roast and coarse grind keeps this espresso mild and rounded without losing any of its soul. Cosi with milk takes on an indulgent silky texture and sweet biscuit notes.",Espresso 40ml,"Fruity, Cereal",3.0,2.0,2.0,2.0,,,,,Roast and ground coffee,10,50 g,https://www.nespresso.com/ecom/medias/sys_master/public/15762785566750/cosi.png?impolicy=product&imwidth=150,https://www.nespresso.com/shared_res/agility/commons/img/coffees/OL/composition/ol_coffee-sleeves_cosi_16-9_2x.png,No,Espresso,,Current,espresso mild delicately roasted light roasting classic coffees keeps their distinguished aromatics alive cosi meets your palate with a smile it a blend of worldrenowned arabicas from east africa and latin america kenya brings the jammy ripe red fruit notes to costa rica rich sweet cereal base the light roast and coarse grind keeps this espresso mild and rounded without losing any of its soul cosi with milk takes on an indulgent silky texture and sweet biscuit notes espresso 40ml fruity cereal espresso
OL28,Volutto,Original,Espresso,40ml,Sweet & Light,4.0,8.7,0.87,The delicate and generous aromas of Brazilian and Colombian Arabicas strike graceful harmony in this approachable espresso.,"Volluto is sunny living. The natural Brazilian Arabica mellows out in its pre-shipment resting time. The medium roast softens the Brazil’s cereal notes and turns them to sweet biscuit. And the washed Arabica from Colombia brings delightful fresh red fruit notes to the blend. The medium roast and grind rounds out these flavors and creates a perfectly balanced espresso. Volluto comforts like the smell of fresh, oven-baked brioche does. This sweet and light espresso stays in full-bodied balance when you add milk.",Espresso 40ml,"Balanced, Fruity, Cereal",3.0,2.0,2.0,2.0,,,,,Roast and ground coffee,10,50 g,https://www.nespresso.com/ecom/medias/sys_master/public/15762784452638/volluto-XL.png?impolicy=product&imwidth=150,https://www.nespresso.com/shared_res/agility/n-components/pdp/sku-main-info/coffee-sleeves/ol/volluto_S.png,No,Espresso,,Current,espresso sweet light the delicate and generous aromas of brazilian and colombian arabicas strike graceful harmony in this approachable espresso volluto sunny living the natural brazilian arabica mellows out in its preshipment resting time the medium roast softens the brazil cereal notes and turns them to sweet biscuit and the washed arabica from colombia brings delightful fresh red fruit notes to the blend the medium roast and grind rounds out these flavors and creates a perfectly balanced espresso volluto comforts like the smell of fresh ovenbaked brioche does this sweet and light espresso stays in fullbodied balance when you add milk espresso 40ml balanced fruity cereal espresso
